source: https://emojipedia.org/emoji/

️ Variation Selector-16	U+FE0F
  ⛱️ Umbrella on Ground	U+26F1, U+FE0F
  ⚡ High Voltage	U+26A1
  ❄️ Snowflake	U+2744, U+FE0F
  ☃️ Snowman	U+2603, U+FE0F
  ⛄ Snowman Without Snow	U+26C4
  ☄️ Comet	U+2604, U+FE0F
  🔥 Fire	U+1F525
  💧 Droplet	U+1F4A7
  🌊 Water Wave	U+1F30A

Holidays
  🎃 Jack-O-Lantern	U+1F383
  🎄 Christmas Tree	U+1F384
  🎆 Fireworks	U+1F386
  🎇 Sparkler	U+1F387
  ✨ Sparkles	U+2728
  🎈 Balloon	U+1F388
  🎉 Party Popper	U+1F389
  🎊 Confetti Ball	U+1F38A
  🎋 Tanabata Tree	U+1F38B
  🎍 Pine Decoration	U+1F38D
  🎎 Japanese Dolls	U+1F38E
  🎏 Carp Streamer	U+1F38F
  🎐 Wind Chime	U+1F390
  🎑 Moon Viewing Ceremony	U+1F391
  🎀 Ribbon	U+1F380
  🎁 Wrapped Gift	U+1F381

Events
  🎗️ Reminder Ribbon	U+1F397, U+FE0F
  🎟️ Admission Tickets	U+1F39F, U+FE0F
  🎫 Ticket	U+1F3AB
  🎖️ Military Medal	U+1F396, U+FE0F
  🏆 Trophy	U+1F3C6
  🏅 Sports Medal	U+1F3C5
  🥇 1st Place Medal	U+1F947
  🥈 2nd Place Medal	U+1F948
  🥉 3rd Place Medal	U+1F949

Sports
  ⚽ Soccer Ball	U+26BD
  ⚾ Baseball	U+26BE
  🏀 Basketball	U+1F3C0
  🏐 Volleyball	U+1F3D0
  🏈 American Football	U+1F3C8
  🏉 Rugby Football	U+1F3C9
  🎾 Tennis	U+1F3BE
  🎳 Bowling	U+1F3B3
  🏏 Cricket Game	U+1F3CF
  🏑 Field Hockey	U+1F3D1
  🏒 Ice Hockey	U+1F3D2
  🏓 Ping Pong	U+1F3D3
  🏸 Badminton	U+1F3F8
  🥊 Boxing Glove	U+1F94A
  🥋 Martial Arts Uniform	U+1F94B
  🥅 Goal Net	U+1F945
  ⛳ Flag in Hole	U+26F3
  ⛸️ Ice Skate	U+26F8, U+FE0F
  🎣 Fishing Pole	U+1F3A3
  🎽 Running Shirt	U+1F3BD
  🎿 Skis	U+1F3BF
  🛷 Sled	U+1F6F7

Activities
  🥌 Curling Stone	U+1F94C
  🎯 Bullseye	U+1F3AF
  🎱 Pool 8 Ball	U+1F3B1
  🔮 Crystal Ball	U+1F52E
  🎮 Video Game	U+1F3AE
  🕹️ Joystick	U+1F579, U+FE0F
  🎰 Slot Machine	U+1F3B0
  🎲 Game Die	U+1F3B2
  ♠️ Spade Suit	U+2660, U+FE0F
  ♥️ Heart Suit	U+2665, U+FE0F
  ♦️ Diamond Suit	U+2666, U+FE0F
  ♣️ Club Suit	U+2663, U+FE0F
  ♟️ Chess Pawn	U+265F, U+FE0F
  🃏 Joker	U+1F0CF
  🀄 Mahjong Red Dragon	U+1F004
  🎴 Flower Playing Cards	U+1F3B4
  🎭 Performing Arts	U+1F3AD
  🖼️ Framed Picture	U+1F5BC, U+FE0F
  🎨 Artist Palette	U+1F3A8

Clothes
  👓 Glasses	U+1F453
  🕶️ Sunglasses	U+1F576, U+FE0F
  👔 Necktie	U+1F454
  👕 T-Shirt	U+1F455
  👖 Jeans	U+1F456
  🧣 Scarf	U+1F9E3
  🧤 Gloves	U+1F9E4
  🧥 Coat	U+1F9E5
  🧦 Socks	U+1F9E6
  👗 Dress	U+1F457
  👘 Kimono	U+1F458
  👙 Bikini	U+1F459
  👚 Woman’s Clothes	U+1F45A
  👛 Purse	U+1F45B
  👜 Handbag	U+1F45C
  👝 Clutch Bag	U+1F45D
  🛍️ Shopping Bags	U+1F6CD, U+FE0F
  🎒 Backpack	U+1F392
  👞 Man’s Shoe	U+1F45E
  👟 Running Shoe	U+1F45F
  👠 High-Heeled Shoe	U+1F460
  👡 Woman’s Sandal	U+1F461
  👢 Woman’s Boot	U+1F462
  👑 Crown	U+1F451
  👒 Woman’s Hat	U+1F452
  🎩 Top Hat	U+1F3A9
  🎓 Graduation Cap	U+1F393
  🧢 Billed Cap	U+1F9E2
  ⛑️ Rescue Worker’s Helmet	U+26D1, U+FE0F
  📿 Prayer Beads	U+1F4FF
  💄 Lipstick	U+1F484
  💍 Ring	U+1F48D
  💎 Gem Stone	U+1F48E

Sound Settings
  🔇 Muted Speaker	U+1F507
  🔈 Speaker Low Volume	U+1F508
  🔉 Speaker Medium Volume	U+1F509
  🔊 Speaker High Volume	U+1F50A

  📢 Loudspeaker	U+1F4E2
  📣 Megaphone	U+1F4E3
  📯 Postal Horn	U+1F4EF
  🔔 Bell	U+1F514
  🔕 Bell with Slash	U+1F515
  🎼 Musical Score	U+1F3BC
  🎵 Musical Note	U+1F3B5
  🎶 Musical Notes	U+1F3B6
  🎙️ Studio Microphone	U+1F399, U+FE0F
  🎚️ Level Slider	U+1F39A, U+FE0F
  🎛️ Control Knobs	U+1F39B, U+FE0F
  🎤 Microphone	U+1F3A4
  🎧 Headphone	U+1F3A7
  📻 Radio	U+1F4FB

Instruments
  🎷 Saxophone	U+1F3B7
  🎸 Guitar	U+1F3B8
  🎹 Musical Keyboard	U+1F3B9
  🎺 Trumpet	U+1F3BA
  🎻 Violin	U+1F3BB
  🥁 Drum	U+1F941

Technology
  📱 Mobile Phone	U+1F4F1
  📲 Mobile Phone with Arrow	U+1F4F2
  ☎️ Telephone	U+260E, U+FE0F
  📞 Telephone Receiver	U+1F4DE
  📟 Pager	U+1F4DF
  📠 Fax Machine	U+1F4E0
  🔋 Battery	U+1F50B
  🔌 Electric Plug	U+1F50C
  💻 Laptop	U+1F4BB
  🖥️ Desktop Computer	U+1F5A5, U+FE0F
  🖨️ Printer	U+1F5A8, U+FE0F
  ⌨️ Keyboard	U+2328, U+FE0F
  🖱️ Computer Mouse	U+1F5B1, U+FE0F
  🖲️ Trackball	U+1F5B2, U+FE0F

Media
  💽 Computer Disk	U+1F4BD
  💾 Floppy Disk	U+1F4BE
  💿 Optical Disk	U+1F4BF
  📀 DVD	U+1F4C0
  🎥 Movie Camera	U+1F3A5
  🎞️ Film Frames	U+1F39E, U+FE0F
  📽️ Film Projector	U+1F4FD, U+FE0F
  🎬 Clapper Board	U+1F3AC
  📺 Television	U+1F4FA
  📷 Camera	U+1F4F7
  📸 Camera with Flash	U+1F4F8
  📹 Video Camera	U+1F4F9
  📼 Videocassette	U+1F4FC

Misc
  🔍 Magnifying Glass Tilted Left	U+1F50D
  🔎 Magnifying Glass Tilted Right	U+1F50E
  🕯️ Candle	U+1F56F, U+FE0F
  💡 Light Bulb	U+1F4A1
  🔦 Flashlight	U+1F526
  🏮 Red Paper Lantern	U+1F3EE
  📔 Notebook with Decorative Cover	U+1F4D4
  📕 Closed Book	U+1F4D5
  📖 Open Book	U+1F4D6
  📗 Green Book	U+1F4D7
  📘 Blue Book	U+1F4D8
  📙 Orange Book	U+1F4D9
  📚 Books	U+1F4DA
  📓 Notebook	U+1F4D3
  📒 Ledger	U+1F4D2
  📃 Page with Curl	U+1F4C3
  📜 Scroll	U+1F4DC
  📄 Page Facing Up	U+1F4C4
  📰 Newspaper	U+1F4F0
  🗞️ Rolled-Up Newspaper	U+1F5DE, U+FE0F
  📑 Bookmark Tabs	U+1F4D1
  🔖 Bookmark	U+1F516
  🏷️ Label	U+1F3F7, U+FE0F
  💰 Money Bag	U+1F4B0
  💴 Yen Banknote	U+1F4B4
  💵 Dollar Banknote	U+1F4B5
  💶 Euro Banknote	U+1F4B6
  💷 Pound Banknote	U+1F4B7
  💸 Money with Wings	U+1F4B8
  💳 Credit Card	U+1F4B3
  💹 Chart Increasing with Yen	U+1F4B9
  ✉️ Envelope	U+2709, U+FE0F
  📧 E-Mail	U+1F4E7
  📨 Incoming Envelope	U+1F4E8
  📩 Envelope with Arrow	U+1F4E9
  📤 Outbox Tray	U+1F4E4
  📥 Inbox Tray	U+1F4E5
  📦 Package	U+1F4E6
  📫 Closed Mailbox with Raised Flag	U+1F4EB
  📪 Closed Mailbox with Lowered Flag	U+1F4EA
  📬 Open Mailbox with Raised Flag	U+1F4EC
  📭 Open Mailbox with Lowered Flag	U+1F4ED
  📮 Postbox	U+1F4EE
  🗳️ Ballot Box with Ballot	U+1F5F3, U+FE0F
  ✏️ Pencil	U+270F, U+FE0F
  ✒️ Black Nib	U+2712, U+FE0F
  🖋️ Fountain Pen	U+1F58B, U+FE0F
  🖊️ Pen	U+1F58A, U+FE0F
  🖌️ Paintbrush	U+1F58C, U+FE0F
  🖍️ Crayon	U+1F58D, U+FE0F
  📝 Memo	U+1F4DD
  💼 Briefcase	U+1F4BC
  📁 File Folder	U+1F4C1
  📂 Open File Folder	U+1F4C2
  🗂️ Card Index Dividers	U+1F5C2, U+FE0F
  📅 Calendar	U+1F4C5
  📆 Tear-Off Calendar	U+1F4C6
  🗒️ Spiral Notepad	U+1F5D2, U+FE0F
  🗓️ Spiral Calendar	U+1F5D3, U+FE0F
  📇 Card Index	U+1F4C7
  📈 Chart Increasing	U+1F4C8
  📉 Chart Decreasing	U+1F4C9
  📊 Bar Chart	U+1F4CA
  📋 Clipboard	U+1F4CB
  📌 Pushpin	U+1F4CC
  📍 Round Pushpin	U+1F4CD
  📎 Paperclip	U+1F4CE
  🖇️ Linked Paperclips	U+1F587, U+FE0F
  📏 Straight Ruler	U+1F4CF
  📐 Triangular Ruler	U+1F4D0
  ✂️ Scissors	U+2702, U+FE0F
  🗃️ Card File Box	U+1F5C3, U+FE0F
  🗄️ File Cabinet	U+1F5C4, U+FE0F
  🗑️ Wastebasket	U+1F5D1, U+FE0F
  🔒 Locked	U+1F512
  🔓 Unlocked	U+1F513
  🔏 Locked with Pen	U+1F50F
  🔐 Locked with Key	U+1F510
  🔑 Key	U+1F511
  🗝️ Old Key	U+1F5DD, U+FE0F
  🔨 Hammer	U+1F528
  ⛏️ Pick	U+26CF, U+FE0F
  ⚒️ Hammer and Pick	U+2692, U+FE0F
  🛠️ Hammer and Wrench	U+1F6E0, U+FE0F
  🗡️ Dagger	U+1F5E1, U+FE0F
  ⚔️ Crossed Swords	U+2694, U+FE0F
  🔫 Water Pistol	U+1F52B
  🏹 Bow and Arrow	U+1F3F9
  🛡️ Shield	U+1F6E1, U+FE0F
  🔧 Wrench	U+1F527
  🔩 Nut and Bolt	U+1F529
  ⚙️ Gear	U+2699, U+FE0F
  🗜️ Clamp	U+1F5DC, U+FE0F
  ⚖️ Balance Scale	U+2696, U+FE0F
  🔗 Link	U+1F517
  ⛓️ Chains	U+26D3, U+FE0F
  ⚗️ Alembic	U+2697, U+FE0F
  🔬 Microscope	U+1F52C
  🔭 Telescope	U+1F52D
  📡 Satellite Antenna	U+1F4E1
  💉 Syringe	U+1F489
  💊 Pill	U+1F48A
  🚪 Door	U+1F6AA
  🛏️ Bed	U+1F6CF, U+FE0F
  🛋️ Couch and Lamp	U+1F6CB, U+FE0F
  🚽 Toilet	U+1F6BD
  🚿 Shower	U+1F6BF
  🛁 Bathtub	U+1F6C1
  🛒 Shopping Cart	U+1F6D2
  🚬 Cigarette	U+1F6AC
  ⚰️ Coffin	U+26B0, U+FE0F
  ⚱️ Funeral Urn	U+26B1, U+FE0F
  🗿 Moai	U+1F5FF
  🏧 ATM Sign	U+1F3E7
  🚮 Litter in Bin Sign	U+1F6AE
  🚰 Potable Water	U+1F6B0
  ♿ Wheelchair Symbol	U+267F
  🚹 Men’s Room	U+1F6B9
  🚺 Women’s Room	U+1F6BA
  🚻 Restroom	U+1F6BB
  🚼 Baby Symbol	U+1F6BC
  🚾 Water Closet	U+1F6BE
  🛂 Passport Control	U+1F6C2
  🛃 Customs	U+1F6C3
  🛄 Baggage Claim	U+1F6C4
  🛅 Left Luggage	U+1F6C5
  ⚠️ Warning	U+26A0, U+FE0F
  🚸 Children Crossing	U+1F6B8
  ⛔ No Entry	U+26D4
  🚫 Prohibited	U+1F6AB
  🚳 No Bicycles	U+1F6B3
  🚭 No Smoking	U+1F6AD
  🚯 No Littering	U+1F6AF
  🚱 Non-Potable Water	U+1F6B1
  🚷 No Pedestrians	U+1F6B7
  📵 No Mobile Phones	U+1F4F5
  🔞 No One Under Eighteen	U+1F51E
  ☢️ Radioactive	U+2622, U+FE0F
  ☣️ Biohazard	U+2623, U+FE0F
  ⬆️ Up Arrow	U+2B06, U+FE0F
  ↗️ Up-Right Arrow	U+2197, U+FE0F
  ➡️ Right Arrow	U+27A1, U+FE0F
  ↘️ Down-Right Arrow	U+2198, U+FE0F
  ⬇️ Down Arrow	U+2B07, U+FE0F
  ↙️ Down-Left Arrow	U+2199, U+FE0F
  ⬅️ Left Arrow	U+2B05, U+FE0F
  ↖️ Up-Left Arrow	U+2196, U+FE0F
  ↕️ Up-Down Arrow	U+2195, U+FE0F
  ↔️ Left-Right Arrow	U+2194, U+FE0F
  ↩️ Right Arrow Curving Left	U+21A9, U+FE0F
  ↪️ Left Arrow Curving Right	U+21AA, U+FE0F
  ⤴️ Right Arrow Curving Up	U+2934, U+FE0F
  ⤵️ Right Arrow Curving Down	U+2935, U+FE0F
  🔃 Clockwise Vertical Arrows	U+1F503
  🔄 Counterclockwise Arrows Button	U+1F504
  🔙 Back Arrow	U+1F519
  🔚 End Arrow	U+1F51A
  🔛 On! Arrow	U+1F51B
  🔜 Soon Arrow	U+1F51C
  🔝 Top Arrow	U+1F51D
  🛐 Place of Worship	U+1F6D0
  ⚛️ Atom Symbol	U+269B, U+FE0F
  🕉️ Om	U+1F549, U+FE0F
  ✡️ Star of David	U+2721, U+FE0F
  ☸️ Wheel of Dharma	U+2638, U+FE0F
  ☯️ Yin Yang	U+262F, U+FE0F
  ✝️ Latin Cross	U+271D, U+FE0F
  ☦️ Orthodox Cross	U+2626, U+FE0F
  ☪️ Star and Crescent	U+262A, U+FE0F
  ☮️ Peace Symbol	U+262E, U+FE0F
  🕎 Menorah	U+1F54E
  🔯 Dotted Six-Pointed Star	U+1F52F
  ♈ Aries	U+2648
  ♉ Taurus	U+2649
  ♊ Gemini	U+264A
  ♋ Cancer	U+264B
  ♌ Leo	U+264C
  ♍ Virgo	U+264D
  ♎ Libra	U+264E
  ♏ Scorpio	U+264F
  ♐ Sagittarius	U+2650
  ♑ Capricorn	U+2651
  ♒ Aquarius	U+2652
  ♓ Pisces	U+2653
  ⛎ Ophiuchus	U+26CE
  🔀 Shuffle Tracks Button	U+1F500
  🔁 Repeat Button	U+1F501
  🔂 Repeat Single Button	U+1F502
  ▶️ Play Button	U+25B6, U+FE0F
  ⏩ Fast-Forward Button	U+23E9
  ⏭️ Next Track Button	U+23ED, U+FE0F
  ⏯️ Play or Pause Button	U+23EF, U+FE0F
  ◀️ Reverse Button	U+25C0, U+FE0F
  ⏪ Fast Reverse Button	U+23EA
  ⏮️ Last Track Button	U+23EE, U+FE0F
  🔼 Upwards Button	U+1F53C
  ⏫ Fast Up Button	U+23EB
  🔽 Downwards Button	U+1F53D
  ⏬ Fast Down Button	U+23EC
  ⏸️ Pause Button	U+23F8, U+FE0F
  ⏹️ Stop Button	U+23F9, U+FE0F
  ⏺️ Record Button	U+23FA, U+FE0F
  ⏏️ Eject Button	U+23CF, U+FE0F
  🎦 Cinema	U+1F3A6
  🔅 Dim Button	U+1F505
  🔆 Bright Button	U+1F506
  📶 Antenna Bars	U+1F4F6
  📳 Vibration Mode	U+1F4F3
  📴 Mobile Phone Off	U+1F4F4
  ♀️ Female Sign	U+2640, U+FE0F
  ♂️ Male Sign	U+2642, U+FE0F
  ⚧️ Transgender Symbol	U+26A7, U+FE0F
  ✖️ Multiply	U+2716, U+FE0F
  ➕ Plus	U+2795
  ➖ Minus	U+2796
  ➗ Divide	U+2797
  ♾️ Infinity	U+267E, U+FE0F
  ‼️ Double Exclamation Mark	U+203C, U+FE0F
  ⁉️ Exclamation Question Mark	U+2049, U+FE0F
  ❓ Red Question Mark	U+2753
  ❔ White Question Mark	U+2754
  ❕ White Exclamation Mark	U+2755
  ❗ Red Exclamation Mark	U+2757
  💱 Currency Exchange	U+1F4B1
  💲 Heavy Dollar Sign	U+1F4B2
  ⚕️ Medical Symbol	U+2695, U+FE0F
  ♻️ Recycling Symbol	U+267B, U+FE0F
  ⚜️ Fleur-de-lis	U+269C, U+FE0F
  🔱 Trident Emblem	U+1F531
  📛 Name Badge	U+1F4DB
  🔰 Japanese Symbol for Beginner	U+1F530
  ⭕ Hollow Red Circle	U+2B55
  ✅ Check Mark Button	U+2705
  ☑️ Check Box with Check	U+2611, U+FE0F
  ✔️ Check Mark	U+2714, U+FE0F
  ❌ Cross Mark	U+274C
  ❎ Cross Mark Button	U+274E
  ➰ Curly Loop	U+27B0
  ➿ Double Curly Loop	U+27BF
  ✳️ Eight-Spoked Asterisk	U+2733, U+FE0F
  ✴️ Eight-Pointed Star	U+2734, U+FE0F
  ❇️ Sparkle	U+2747, U+FE0F
  ©️ Copyright	U+A9, U+FE0F
  ®️ Registered	U+AE, U+FE0F
  ™️ Trade Mark	U+2122, U+FE0F
  #️⃣ Keycap Number Sign	U+23, U+FE0F, U+20E3
  *️⃣ Keycap Asterisk	U+2A, U+FE0F, U+20E3
  0️⃣ Keycap Digit Zero	U+30, U+FE0F, U+20E3
  1️⃣ Keycap Digit One	U+31, U+FE0F, U+20E3
  2️⃣ Keycap Digit Two	U+32, U+FE0F, U+20E3
  3️⃣ Keycap Digit Three	U+33, U+FE0F, U+20E3
  4️⃣ Keycap Digit Four	U+34, U+FE0F, U+20E3
  5️⃣ Keycap Digit Five	U+35, U+FE0F, U+20E3
  6️⃣ Keycap Digit Six	U+36, U+FE0F, U+20E3
  7️⃣ Keycap Digit Seven	U+37, U+FE0F, U+20E3
  8️⃣ Keycap Digit Eight	U+38, U+FE0F, U+20E3
  9️⃣ Keycap Digit Nine	U+39, U+FE0F, U+20E3
  🔟 Keycap: 10	U+1F51F
  🔠 Input Latin Uppercase	U+1F520
  🔡 Input Latin Lowercase	U+1F521
  🔢 Input Numbers	U+1F522
  🔣 Input Symbols	U+1F523
  🔤 Input Latin Letters	U+1F524
  🅰️ A Button (Blood Type)	U+1F170, U+FE0F
  🆎 AB Button (Blood Type)	U+1F18E
  🅱️ B Button (Blood Type)	U+1F171, U+FE0F
  🆑 CL Button	U+1F191
  🆒 Cool Button	U+1F192
  🆓 Free Button	U+1F193
  ℹ️ Information	U+2139, U+FE0F
  🆔 ID Button	U+1F194
  Ⓜ️ Circled M	U+24C2, U+FE0F
  🆕 New Button	U+1F195
  🆖 NG Button	U+1F196
  🅾️ O Button (Blood Type)	U+1F17E, U+FE0F
  🆗 OK Button	U+1F197
  🅿️ P Button	U+1F17F, U+FE0F
  🆘 SOS Button	U+1F198
  🆙 Up! Button	U+1F199
  🆚 Vs Button	U+1F19A
  🈁 Japanese “Here” Button	U+1F201
  🈂️ Japanese “Service Charge” Button	U+1F202, U+FE0F
  🈷️ Japanese “Monthly Amount” Button	U+1F237, U+FE0F
  🈶 Japanese “Not Free of Charge” Button	U+1F236
  🈯 Japanese “Reserved” Button	U+1F22F
  🉐 Japanese “Bargain” Button	U+1F250
  🈹 Japanese “Discount” Button	U+1F239
  🈚 Japanese “Free of Charge” Button	U+1F21A
  🈲 Japanese “Prohibited” Button	U+1F232
  🉑 Japanese “Acceptable” Button	U+1F251
  🈸 Japanese “Application” Button	U+1F238
  🈴 Japanese “Passing Grade” Button	U+1F234
  🈳 Japanese “Vacancy” Button	U+1F233
  ㊗️ Japanese “Congratulations” Button	U+3297, U+FE0F
  ㊙️ Japanese “Secret” Button	U+3299, U+FE0F
  🈺 Japanese “Open for Business” Button	U+1F23A
  🈵 Japanese “No Vacancy” Button	U+1F235
  🔴 Red Circle	U+1F534
  🔵 Blue Circle	U+1F535
  ⚫ Black Circle	U+26AB
  ⚪ White Circle	U+26AA
  ⬛ Black Large Square	U+2B1B
  ⬜ White Large Square	U+2B1C
  ◼️ Black Medium Square	U+25FC, U+FE0F
  ◻️ White Medium Square	U+25FB, U+FE0F
  ◾ Black Medium-Small Square	U+25FE
  ◽ White Medium-Small Square	U+25FD
  ▪️ Black Small Square	U+25AA, U+FE0F
  ▫️ White Small Square	U+25AB, U+FE0F
  🔶 Large Orange Diamond	U+1F536
  🔷 Large Blue Diamond	U+1F537
  🔸 Small Orange Diamond	U+1F538
  🔹 Small Blue Diamond	U+1F539
  🔺 Red Triangle Pointed Up	U+1F53A
  🔻 Red Triangle Pointed Down	U+1F53B
  💠 Diamond with a Dot	U+1F4A0
  🔘 Radio Button	U+1F518
  🔳 White Square Button	U+1F533
  🔲 Black Square Button	U+1F532
  🏁 Chequered Flag	U+1F3C1
  🚩 Triangular Flag	U+1F6A9
  🎌 Crossed Flags	U+1F38C
  🏴 Black Flag	U+1F3F4
  🏳️ White Flag	U+1F3F3, U+FE0F
‍ 🌈 Rainbow
  ☠ Pirate (small)
  ☠️ Pirate (big variation)
   ⃣ Combining Enclosing Keycap	U+20E3
